Date,adj_close,simple_rtn,log_rtn
2000-01-03,0.8449810147285461,,
2000-01-04,0.7737405896186829,-0.08431008965657005,-0.08807749744675898
2000-01-05,0.7850627303123474,0.014632993080076595,0.014526963934454708
2000-01-06,0.717124879360199,-0.08653811769298803,-0.09051363112059484
2000-01-07,0.7510942816734314,0.04736887994116046,0.04628119069868659
2000-01-10,0.7378840446472168,-0.017587987751394252,-0.01774449421225705
2000-01-11,0.7001402974128723,-0.051151325886697796,-0.05250595134487691
2000-01-12,0.6581513285636902,-0.05997222128813029,-0.06184585233359595
2000-01-13,0.7303349375724792,0.10967630980297227,0.10406836000685016
2000-01-14,0.7581706047058105,0.03811356365594776,0.03740518497887579
2000-01-18,0.7845910787582397,0.03484766342620338,0.0342542307890876
2000-01-19,0.8044067621231079,0.025256065103659076,0.02494240100397392
2000-01-20,0.8567759990692139,0.06510292977633036,0.06307144216860808
2000-01-21,0.8402633666992188,-0.019272986624198296,-0.019461131969029252
2000-01-24,0.8020480871200562,-0.04548012098787846,-0.046546809409715506
2000-01-25,0.8473397493362427,0.0564700083991434,0.05493316997500521
2000-01-26,0.8317707180976868,-0.018374012609171042,-0.018544911413844952
2000-01-27,0.8303554654121399,-0.0017014937587411794,-0.0017029429433323504
2000-01-28,0.7671349048614502,-0.07613674285784422,-0.07919120839796112
2000-01-31,0.7831758260726929,0.02091016991873129,0.02069455286202329
2000-02-01,0.7567554116249084,-0.03373497185207064,-0.034317126137619225
2000-02-02,0.7459039688110352,-0.014339432063753654,-0.014443235233638406
2000-02-03,0.7798736691474915,0.04554165382790987,0.044535080152611074
2000-02-04,0.8152580857276917,0.04537198520739927,0.0443727887813029
2000-02-07,0.8610216379165649,0.05613382190257599,0.05461490254162921
2000-02-08,0.8671556115150452,0.007124064400196417,0.007098808133976192
2000-02-09,0.8501702547073364,-0.019587438035524984,-0.01978181430900692
2000-02-10,0.8567759990692139,0.007769907645323926,0.0077398773675997875
2000-02-11,0.8209192752838135,-0.041850756585565585,-0.04275172669959475
2000-02-14,0.8742318749427795,0.06494256044911895,0.06292086385631349
2000-02-15,0.898293673992157,0.027523360493979077,0.02715140240375577
2000-02-16,0.8614937663078308,-0.0409664553472604,-0.04182922592760632
2000-02-17,0.8671556115150452,0.006572125566827625,0.0065506233085387425
2000-02-18,0.8397916555404663,-0.031555992501472785,-0.03206461143720324
2000-02-22,0.8591347336769104,0.023033186872993383,0.022771927179364045
2000-02-23,0.8775343894958496,0.021416496269674345,0.021190385746839298
2000-02-24,0.8696319460868835,-0.00900528059476513,-0.009046073218076552
2000-02-25,0.8331859707832336,-0.04190965553605441,-0.042813200171784714
2000-02-28,0.854888916015625,0.02604814050336146,0.025714666216420767
2000-02-29,0.8652684092521667,0.012141335607575021,0.0120682208050467
2000-03-01,0.9836876392364502,0.1368583767973579,0.1282686483448518
2000-03-02,0.9209399223327637,-0.06378825391400877,-0.06591360363859221
2000-03-03,0.9662313461303711,0.049179563942545856,0.04800849106883455
2000-03-06,0.9487756490707397,-0.018065753227256676,-0.018230931349385034
2000-03-07,0.9275446534156799,-0.022377256072975804,-0.022631425770965306
2000-03-08,0.9209399223327637,-0.007120661046985055,-0.007146133948484215
