Date,Open,High,Low,Close,adj_close,Volume,Dividends,Stock Splits,simple_rtn,log_rtn
2014-03-28,1850.0699462890625,1866.6300048828125,1850.0699462890625,1857.6199951171875,1857.6199951171875,2955520000,0.0,0.0,0.0046402218845611465,0.004629489243409657
2014-03-31,1859.1600341796875,1875.1800537109375,1859.1600341796875,1872.3399658203125,1872.3399658203125,3274300000,0.0,0.0,0.007924102207026662,0.007892871384796676
2014-04-01,1873.9599609375,1885.8399658203125,1873.9599609375,1885.52001953125,1885.52001953125,3336190000,0.0,0.0,0.0070393485966973035,0.007014688044213445
2014-04-02,1886.6099853515625,1893.1700439453125,1883.7900390625,1890.9000244140625,1890.9000244140625,3131660000,0.0,0.0,0.002853326841976367,0.0028492638318384613
2014-04-03,1891.4300537109375,1893.800048828125,1882.6500244140625,1888.77001953125,1888.77001953125,3055600000,0.0,0.0,-0.0011264502910314222,-0.0011270852130106552
2014-04-04,1890.25,1897.280029296875,1863.260009765625,1865.0899658203125,1865.0899658203125,3583750000,0.0,0.0,-0.012537288005457836,-0.012616542925313997
2014-04-07,1863.9200439453125,1864.0400390625,1841.47998046875,1845.0400390625,1845.0400390625,3801540000,0.0,0.0,-0.010750112394172895,-0.010808312332149784
2014-04-08,1845.47998046875,1854.949951171875,1837.489990234375,1851.9599609375,1851.9599609375,3721450000,0.0,0.0,0.0037505537703756975,0.0037435379801772804
2014-04-09,1852.6400146484375,1872.4300537109375,1852.3800048828125,1872.1800537109375,1872.1800537109375,3308650000,0.0,0.0,0.010918212704340347,0.010859039341965573
2014-04-10,1872.280029296875,1872.530029296875,1830.8699951171875,1833.0799560546875,1833.0799560546875,3758780000,0.0,0.0,-0.020884795550912827,-0.02110596773738724
2014-04-11,1830.6500244140625,1835.0699462890625,1814.3599853515625,1815.68994140625,1815.68994140625,3743460000,0.0,0.0,-0.009486773662544357,-0.009532059739897396
2014-04-14,1818.1800537109375,1834.18994140625,1815.800048828125,1830.6099853515625,1830.6099853515625,3111540000,0.0,0.0,0.008217286225508769,0.008183708150740607
2014-04-15,1831.449951171875,1844.02001953125,1816.2900390625,1842.97998046875,1842.97998046875,3736440000,0.0,0.0,0.006757307791485534,0.006734579517703411
2014-04-16,1846.010009765625,1862.31005859375,1846.010009765625,1862.31005859375,1862.31005859375,3155080000,0.0,0.0,0.010488490558689278,0.010433867948766148
2014-04-17,1861.72998046875,1869.6300048828125,1856.719970703125,1864.8499755859375,1864.8499755859375,3341430000,0.0,0.0,0.001363852909705754,0.0013629237070939353
2014-04-21,1865.7900390625,1871.8900146484375,1863.1800537109375,1871.8900146484375,1871.8900146484375,2642500000,0.0,0.0,0.003775123551313042,0.003768015655572547
2014-04-22,1872.5699462890625,1884.8900146484375,1872.5699462890625,1879.550048828125,1879.550048828125,3215440000,0.0,0.0,0.004092139025126507,0.004083788996127826
2014-04-23,1879.3199462890625,1879.75,1873.9100341796875,1875.3900146484375,1875.3900146484375,3085720000,0.0,0.0,-0.002213313863220212,-0.0022157668625220617
2014-04-24,1881.969970703125,1884.06005859375,1870.239990234375,1878.6099853515625,1878.6099853515625,3191830000,0.0,0.0,0.0017169605671216726,0.001715488275330875
2014-04-25,1877.719970703125,1877.719970703125,1859.699951171875,1863.4000244140625,1863.4000244140625,3213020000,0.0,0.0,-0.008096390978489132,-0.008129344743501644
2014-04-28,1865.0,1877.010009765625,1850.6099853515625,1869.4300537109375,1869.4300537109375,4034680000,0.0,0.0,0.0032360358580392212,0.003230811162502344
2014-04-29,1870.780029296875,1880.5999755859375,1870.780029296875,1878.3299560546875,1878.3299560546875,3647820000,0.0,0.0,0.004760757069291355,0.004749460504633521
2014-04-30,1877.0999755859375,1885.199951171875,1872.68994140625,1883.949951171875,1883.949951171875,3779230000,0.0,0.0,0.002992016977140688,0.00298754980270127
2014-05-01,1884.3900146484375,1888.5899658203125,1878.0400390625,1883.6800537109375,1883.6800537109375,3416740000,0.0,0.0,-0.0001432614814260713,-0.00014327174433229932
2014-05-02,1885.300048828125,1891.3299560546875,1878.5,1881.1400146484375,1881.1400146484375,3159560000,0.0,0.0,-0.0013484450597095465,-0.0013493550298709083
2014-05-05,1879.449951171875,1885.510009765625,1866.77001953125,1884.6600341796875,1884.6600341796875,2733730000,0.0,0.0,0.001871216126306141,0.0018694675823397822
2014-05-06,1883.68994140625,1883.68994140625,1867.719970703125,1867.719970703125,1867.719970703125,3327260000,0.0,0.0,-0.008988392160571124,-0.009029031461991046
2014-05-07,1868.530029296875,1878.8299560546875,1859.7900390625,1878.2099609375,1878.2099609375,3632950000,0.0,0.0,0.005616468420812426,0.005600754871033284
2014-05-08,1877.3900146484375,1889.0699462890625,1870.050048828125,1875.6300048828125,1875.6300048828125,3393420000,0.0,0.0,-0.0013736249452109828,-0.0013745692327864058
2014-05-09,1875.27001953125,1878.5699462890625,1867.02001953125,1878.47998046875,1878.47998046875,3025020000,0.0,0.0,0.001519476431128819,0.0015183231948788392
2014-05-12,1880.030029296875,1897.1300048828125,1880.030029296875,1896.6500244140625,1896.6500244140625,3005740000,0.0,0.0,0.009672737603931392,0.009626256172315509
2014-05-13,1896.75,1902.1700439453125,1896.06005859375,1897.449951171875,1897.449951171875,2915680000,0.0,0.0,0.0004217577030636299,0.0004216687882830338
2014-05-14,1897.1300048828125,1897.1300048828125,1885.77001953125,1888.530029296875,1888.530029296875,2822060000,0.0,0.0,-0.004701005088166399,-0.004712089565017091
2014-05-15,1888.1600341796875,1888.1600341796875,1862.3599853515625,1870.8499755859375,1870.8499755859375,3552640000,0.0,0.0,-0.00936180703333589,-0.009405904183934792
2014-05-16,1871.18994140625,1878.280029296875,1864.8199462890625,1877.8599853515625,1877.8599853515625,3173650000,0.0,0.0,0.00374696520677964,0.0037399628190006033
2014-05-19,1876.6600341796875,1886.0,1872.4200439453125,1885.0799560546875,1885.0799560546875,2664250000,0.0,0.0,0.0038447864907102947,0.003837414189704193
2014-05-20,1884.8800048828125,1884.8800048828125,1868.1400146484375,1872.8299560546875,1872.8299560546875,3007700000,0.0,0.0,-0.00649839809746755,-0.006519604608543308
2014-05-21,1873.3399658203125,1888.800048828125,1873.3399658203125,1888.030029296875,1888.030029296875,2777140000,0.0,0.0,0.008116098951240547,0.008083340547746922
2014-05-22,1888.18994140625,1896.3299560546875,1885.3900146484375,1892.489990234375,1892.489990234375,2759800000,0.0,0.0,0.0023622298736216685,0.0023594441947138818
2014-05-23,1893.3199462890625,1901.260009765625,1893.3199462890625,1900.530029296875,1900.530029296875,2396280000,0.0,0.0,0.004248391856225497,0.004239392917884754
2014-05-27,1902.010009765625,1912.280029296875,1902.010009765625,1911.9100341796875,1911.9100341796875,2911020000,0.0,0.0,0.005987805879090757,0.0059699502115288725
2014-05-28,1911.77001953125,1914.4599609375,1907.300048828125,1909.780029296875,1909.780029296875,2976450000,0.0,0.0,-0.0011140717108722997,-0.0011146927500584232
2014-05-29,1910.5999755859375,1920.030029296875,1909.8199462890625,1920.030029296875,1920.030029296875,2709050000,0.0,0.0,0.0053671102654548886,0.005352758657361124
2014-05-30,1920.3299560546875,1924.030029296875,1916.6400146484375,1923.5699462890625,1923.5699462890625,3263490000,0.0,0.0,0.0018436779311643559,0.0018419804431013698
2014-06-02,1923.8699951171875,1925.8800048828125,1915.97998046875,1924.969970703125,1924.969970703125,2509020000,0.0,0.0,0.0007278261010281728,0.0007275613640587
2014-06-03,1923.0699462890625,1925.0699462890625,1918.7900390625,1924.239990234375,1924.239990234375,2867180000,0.0,0.0,-0.00037921654875650024,-0.0003792884695348666
2014-06-04,1923.06005859375,1928.6300048828125,1918.5999755859375,1927.8800048828125,1927.8800048828125,2793920000,0.0,0.0,0.001891663548679423,0.0018898766063629325
2014-06-05,1928.52001953125,1941.739990234375,1922.9300537109375,1940.4599609375,1940.4599609375,3113270000,0.0,0.0,0.006525279593556643,0.006504082119662981
2014-06-06,1942.4100341796875,1949.43994140625,1942.4100341796875,1949.43994140625,1949.43994140625,2864300000,0.0,0.0,0.004627758701298612,0.00461708354801898
2014-06-09,1948.969970703125,1955.550048828125,1947.1600341796875,1951.27001953125,1951.27001953125,2812180000,0.0,0.0,0.0009387712266117898,0.0009383308564868176
2014-06-10,1950.3399658203125,1950.8599853515625,1944.6400146484375,1950.7900390625,1950.7900390625,2702360000,0.0,0.0,-0.00024598362294592224,-0.0002460138818795375
2014-06-11,1949.3699951171875,1949.3699951171875,1940.0799560546875,1943.8900146484375,1943.8900146484375,2710620000,0.0,0.0,-0.0035370410325543666,-0.0035433111516659397
2014-06-12,1943.3499755859375,1943.3499755859375,1925.780029296875,1930.1099853515625,1930.1099853515625,3040480000,0.0,0.0,-0.00708889350376507,-0.00711413908891029
2014-06-13,1930.800048828125,1937.300048828125,1927.68994140625,1936.1600341796875,1936.1600341796875,2598230000,0.0,0.0,0.003134561695468774,0.0031296591990707602
2014-06-16,1934.8399658203125,1941.1500244140625,1930.9100341796875,1937.780029296875,1937.780029296875,2926130000,0.0,0.0,0.0008367051734305964,0.0008363553307868065
2014-06-17,1937.1500244140625,1943.68994140625,1933.550048828125,1941.989990234375,1941.989990234375,2971260000,0.0,0.0,0.0021725690603942027,0.0021702124448891515
2014-06-18,1942.72998046875,1957.739990234375,1939.2900390625,1956.97998046875,1956.97998046875,3065220000,0.0,0.0,0.007718881307192449,0.007689243160729406
2014-06-19,1957.5,1959.8699951171875,1952.260009765625,1959.47998046875,1959.47998046875,2952150000,0.0,0.0,0.0012774785766593855,0.001276663295165036
2014-06-20,1960.449951171875,1963.9100341796875,1959.1700439453125,1962.8699951171875,1962.8699951171875,4336240000,0.0,0.0,0.0017300583227324307,0.0017285634956760601
2014-06-23,1962.9200439453125,1963.739990234375,1958.8900146484375,1962.6099853515625,1962.6099853515625,2717630000,0.0,0.0,-0.00013246407875799893,-0.0001324728528989271
2014-06-24,1961.969970703125,1968.1700439453125,1948.3399658203125,1949.97998046875,1949.97998046875,3089700000,0.0,0.0,-0.006435310620591883,-0.006456106498617479
2014-06-25,1949.27001953125,1960.8299560546875,1947.489990234375,1959.530029296875,1959.530029296875,3106710000,0.0,0.0,0.0048975112174378665,0.004885557422717193
2014-06-26,1959.8900146484375,1959.8900146484375,1944.68994140625,1957.219970703125,1957.219970703125,2778840000,0.0,0.0,-0.00117888399729138,-0.0011795794276391145
2014-06-27,1956.56005859375,1961.469970703125,1952.1800537109375,1960.9599609375,1960.9599609375,4290590000,0.0,0.0,0.001910868625069062,0.0019090452380837368
2014-06-30,1960.7900390625,1964.239990234375,1958.219970703125,1960.22998046875,1960.22998046875,3037350000,0.0,0.0,-0.0003722566922789161,-0.00037232599700135415
2014-07-01,1962.2900390625,1978.5799560546875,1962.2900390625,1973.3199462890625,1973.3199462890625,3188240000,0.0,0.0,0.006677770440579822,0.006655572896822518
2014-07-02,1973.06005859375,1976.6700439453125,1972.5799560546875,1974.6199951171875,1974.6199951171875,2851480000,0.0,0.0,0.0006588129971369927,0.0006585960751231936
2014-07-03,1975.8800048828125,1985.5899658203125,1975.8800048828125,1985.43994140625,1985.43994140625,1998090000,0.0,0.0,0.005479508115899812,0.005464550227672394
2014-07-07,1984.219970703125,1984.219970703125,1974.8800048828125,1977.6500244140625,1977.6500244140625,2681260000,0.0,0.0,-0.003923521850109468,-0.003931239054323629
2014-07-08,1976.3900146484375,1976.3900146484375,1959.4599609375,1963.7099609375,1963.7099609375,3302430000,0.0,0.0,-0.00704880201475111,-0.007073762181680688
2014-07-09,1965.0999755859375,1974.1500244140625,1965.0999755859375,1972.8299560546875,1972.8299560546875,2858800000,0.0,0.0,0.004644267890169251,0.004633516553259208
2014-07-10,1966.6700439453125,1969.8399658203125,1952.8599853515625,1964.6800537109375,1964.6800537109375,3165690000,0.0,0.0,-0.004131071874054704,-0.004139628324473722
2014-07-11,1965.760009765625,1968.6700439453125,1959.6300048828125,1967.5699462890625,1967.5699462890625,2684630000,0.0,0.0,0.0014709227452411877,0.0014698419980472353
2014-07-14,1969.8599853515625,1979.8499755859375,1969.8599853515625,1977.0999755859375,1977.0999755859375,2744920000,0.0,0.0,0.004843552990250188,0.004831860726996926
2014-07-15,1977.3599853515625,1982.52001953125,1965.3399658203125,1973.280029296875,1973.280029296875,3328740000,0.0,0.0,-0.0019320956634630848,-0.0019339645679456246
2014-07-16,1976.3499755859375,1983.93994140625,1975.6700439453125,1981.5699462890625,1981.5699462890625,3390950000,0.0,0.0,0.004201084929208676,0.004192285009448555
2014-07-17,1979.75,1981.800048828125,1955.5899658203125,1958.1199951171875,1958.1199951171875,3381680000,0.0,0.0,-0.01183402645755216,-0.011904605927478003
2014-07-18,1961.5400390625,1979.9100341796875,1960.8199462890625,1978.219970703125,1978.219970703125,3106060000,0.0,0.0,0.010264935568841116,0.010212608899671183
2014-07-21,1976.9300537109375,1976.9300537109375,1965.77001953125,1973.6300048828125,1973.6300048828125,2611160000,0.0,0.0,-0.0023202504717819705,-0.002322946423904652
2014-07-22,1975.6500244140625,1986.239990234375,1975.6500244140625,1983.530029296875,1983.530029296875,2890480000,0.0,0.0,0.005016150134305564,0.005003611167300126
2014-07-23,1985.3199462890625,1989.22998046875,1982.43994140625,1987.010009765625,1987.010009765625,2869720000,0.0,0.0,0.0017544380056517817,0.001752900777012884
2014-07-24,1988.0699462890625,1991.3900146484375,1985.7900390625,1987.97998046875,1987.97998046875,3203530000,0.0,0.0,0.00048815592189166424,0.00048803681255066896
2014-07-25,1984.5999755859375,1984.5999755859375,1974.3699951171875,1978.3399658203125,1978.3399658203125,2638960000,0.0,0.0,-0.004849150767687549,-0.004860946046109087
2014-07-28,1978.25,1981.52001953125,1967.31005859375,1978.9100341796875,1978.9100341796875,2803320000,0.0,0.0,0.0002881549022029084,0.0002881133935528325
2014-07-29,1980.030029296875,1984.8499755859375,1969.949951171875,1969.949951171875,1969.949951171875,3183300000,0.0,0.0,-0.004527786939807377,-0.004538068413714011
2014-07-30,1973.2099609375,1978.9000244140625,1962.4200439453125,1970.0699462890625,1970.0699462890625,3448250000,0.0,0.0,6.091277451791832e-05,6.091091941020138e-05
2014-07-31,1965.1400146484375,1965.1400146484375,1930.6700439453125,1930.6700439453125,1930.6700439453125,4193000000,0.0,0.0,-0.019999240340662028,-0.02020193215523012
2014-08-01,1929.800048828125,1937.3499755859375,1916.3699951171875,1925.1500244140625,1925.1500244140625,3789660000,0.0,0.0,-0.002859121137017251,-0.002863216231298331
2014-08-04,1926.6199951171875,1942.9200439453125,1921.199951171875,1938.989990234375,1938.989990234375,3072920000,0.0,0.0,0.007189032358413172,0.007163314449646609
2014-08-05,1936.3399658203125,1936.3399658203125,1913.77001953125,1920.2099609375,1920.2099609375,3462520000,0.0,0.0,-0.009685469956760784,-0.009732679197336652
2014-08-06,1917.2900390625,1927.9100341796875,1911.449951171875,1920.239990234375,1920.239990234375,3539150000,0.0,0.0,1.563854864095049e-05,1.5638426360123552e-05
2014-08-07,1923.030029296875,1928.8900146484375,1904.780029296875,1909.5699462890625,1909.5699462890625,3230520000,0.0,0.0,-0.0055566200056119674,-0.005572115446733026
2014-08-08,1910.3499755859375,1932.3800048828125,1909.010009765625,1931.5899658203125,1931.5899658203125,2902280000,0.0,0.0,0.011531402436471216,0.011465422557972033
2014-08-11,1933.4300537109375,1944.9000244140625,1933.4300537109375,1936.9200439453125,1936.9200439453125,2784890000,0.0,0.0,0.0027594252503462258,0.0027556250258418476
2014-08-12,1935.72998046875,1939.6500244140625,1928.2900390625,1933.75,1933.75,2611700000,0.0,0.0,-0.00163664161317445,-0.0016379823741559415
2014-08-13,1935.5999755859375,1948.4100341796875,1935.5999755859375,1946.719970703125,1946.719970703125,2718020000,0.0,0.0,0.006707160027472625,0.006684767102510805
2014-08-14,1947.4100341796875,1955.22998046875,1947.4100341796875,1955.1800537109375,1955.1800537109375,2609460000,0.0,0.0,0.004345814053963171,0.004336398273697699
2014-08-15,1958.8699951171875,1964.0400390625,1941.5,1955.06005859375,1955.06005859375,3023380000,0.0,0.0,-6.137292417629503e-05,-6.137480757126603e-05
2014-08-18,1958.3599853515625,1971.989990234375,1958.3599853515625,1971.739990234375,1971.739990234375,2638160000,0.0,0.0,0.008531672245722488,0.0084954832196601
2014-08-19,1972.72998046875,1982.5699462890625,1972.72998046875,1981.5999755859375,1981.5999755859375,2656430000,0.0,0.0,0.005000651911710952,0.004988190179197795
2014-08-20,1980.4599609375,1988.5699462890625,1977.6800537109375,1986.510009765625,1986.510009765625,2579560000,0.0,0.0,0.002477812999687634,0.0024747482825436223
2014-08-21,1986.8199462890625,1994.760009765625,1986.8199462890625,1992.3699951171875,1992.3699951171875,2638920000,0.0,0.0,0.0029498896671826813,0.002945547280270624
2014-08-22,1992.5999755859375,1993.5400390625,1984.760009765625,1988.4000244140625,1988.4000244140625,2301860000,0.0,0.0,-0.0019925870761225983,-0.0019945749188226202
2014-08-25,1991.739990234375,2001.949951171875,1991.739990234375,1997.9200439453125,1997.9200439453125,2233880000,0.0,0.0,0.004787778824361766,0.004776353863603847
2014-08-26,1998.5899658203125,2005.0400390625,1998.5899658203125,2000.02001953125,2000.02001953125,2451950000,0.0,0.0,0.0010510808940034089,0.0010505288952435787
2014-08-27,2000.5400390625,2002.1400146484375,1996.199951171875,2000.1199951171875,2000.1199951171875,2344350000,0.0,0.0,4.9987292607633904e-05,4.998604328455613e-05
2014-08-28,1997.4200439453125,1998.550048828125,1990.52001953125,1996.739990234375,1996.739990234375,2282400000,0.0,0.0,-0.0016899010514689339,-0.0016913305449461642
2014-08-29,1998.449951171875,2003.3800048828125,1994.6500244140625,2003.3699951171875,2003.3699951171875,2259130000,0.0,0.0,0.00332041473363498,0.0033149143290199016
2014-09-02,2004.0699462890625,2006.1199951171875,1994.8499755859375,2002.280029296875,2002.280029296875,2819980000,0.0,0.0,-0.0005440661600049079,-0.0005442142177026967
2014-09-03,2003.5699462890625,2009.280029296875,1998.1400146484375,2000.719970703125,2000.719970703125,2809980000,0.0,0.0,-0.0007791410646480479,-0.0007794447528015455
2014-09-04,2001.6700439453125,2011.1700439453125,1992.5400390625,1997.6500244140625,1997.6500244140625,3072410000,0.0,0.0,-0.0015344207755288997,-0.001535599204712169
